Fea001,Fea002,Fea003,Fea004,Fea005,Fea006,Fea007,Fea008,Fea009,Fea010,Fea011,Fea012,CPU1,Mem1,CPU2,Mem2
0,0,51,35,51,35,51,35,5,5,255,175,3.701031,17.228317,0.295564,11.326599
0,0,51,35,51,35,51,35,5,5,255,175,3.701031,17.228317,0.295564,11.326599
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.223358,0.260802,11.087131
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,4.177845,17.219734,0.794195,11.297703
0,0,51,35,51,35,51,35,5,5,255,175,4.896014,17.233276,0.8755,11.342287
0,0,51,35,51,35,51,35,5,5,255,175,4.896014,17.233276,0.8755,11.342287
0,0,51,35,51,35,51,35,5,5,255,175,4.896014,17.233276,0.8755,11.342287
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,4.098553,17.219543,0.749269,11.167908
0,0,51,35,51,35,51,35,5,5,255,175,4.208797,17.230606,0.161621,11.365318
0,0,51,35,51,35,51,35,5,5,255,175,4.208797,17.230606,0.161621,11.365318
0,0,51,35,51,35,51,35,5,5,255,175,4.208797,17.230606,0.161621,11.365318
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,3.831672,17.227936,0.186542,11.119175
0,0,51,35,51,35,51,35,5,5,255,175,3.832037,17.230415,0.144748,11.365223
1821823,1780800,51,35,51,35,51,35,5,5,255,175,3.832037,17.230415,0.144748,11.365223
0,0,51,35,51,35,51,35,5,5,255,175,3.832037,17.230415,0.144748,11.365223
0,0,51,35,51,35,51,35,5,5,255,175,3.832037,17.230415,0.144748,11.365223
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,5,5,255,175,3.947804,17.225838,1.179587,11.305428
0,0,51,35,51,35,51,35,5,5,255,175,2.687653,17.240334,0.273634,11.361265
0,0,51,35,51,35,51,35,5,5,255,175,2.687653,17.240334,0.273634,11.361265
0,0,51,35,51,35,51,35,5,5,255,175,2.687653,17.240334,0.273634,11.361265
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,4.596632,17.219543,1.395709,11.141396
0,0,51,35,51,35,51,35,5,5,255,175,3.41076,17.234325,1.934715,11.366177
0,0,51,35,51,35,51,35,5,5,255,175,3.41076,17.234325,1.934715,11.366177
0,0,51,35,51,35,51,35,5,5,255,175,3.41076,17.234325,1.934715,11.366177
0,0,51,35,51,35,51,35,5,5,255,175,3.947084,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,5,5,255,175,3.947084,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,5,5,255,175,3.947084,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,5,5,255,175,3.947084,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,5,5,255,175,4.063261,17.226887,0.80116,11.310005
0,0,51,35,51,35,51,35,5,5,255,175,4.687991,17.222786,1.249224,11.378288
0,0,51,35,51,35,51,35,5,5,255,175,4.687991,17.222786,1.249224,11.378288
0,0,51,35,51,35,51,35,5,5,255,175,4.687991,17.222786,1.249224,11.378288
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,5,5,255,175,5.22899,17.225265,0.807699,11.128759
0,0,51,35,51,35,51,35,5,5,255,175,4.049375,17.228556,1.934715,11.366177
0,0,51,35,51,35,51,35,5,5,255,175,4.232506,17.233849,0.391733,11.380196
0,0,51,35,51,35,51,35,5,5,255,175,4.232506,17.233849,0.391733,11.380196
0,0,51,35,51,35,51,35,5,5,255,175,4.232506,17.233849,0.391733,11.380196
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,5,5,255,175,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,4.039021,17.219734,1.41907,11.297703
0,0,51,35,51,35,51,35,10,10,510,350,4.046881,17.234421,0.285136,11.563683
0,0,51,35,51,35,51,35,10,10,510,350,4.046881,17.234421,0.285136,11.563683
0,0,51,35,51,35,51,35,10,10,510,350,4.046881,17.234421,0.285136,11.563683
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,4.130168,17.224979,0.521409,11.024761
0,0,51,35,51,35,51,35,10,10,510,350,4.552405,17.230606,0.808665,11.35397
0,0,51,35,51,35,51,35,10,10,510,350,3.639859,17.22908,0.27866,11.757469
0,0,51,35,51,35,51,35,10,10,510,350,3.639859,17.22908,0.27866,11.757469
0,0,51,35,51,35,51,35,10,10,510,350,3.639859,17.22908,0.27866,11.757469
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,5.22899,17.225265,0.807699,11.116123
0,0,51,35,51,35,51,35,10,10,510,350,3.41076,17.232466,0.419393,11.357307
0,0,51,35,51,35,51,35,10,10,510,350,2.770555,17.229843,0.228777,11.770821
0,0,51,35,51,35,51,35,10,10,510,350,2.770555,17.229843,0.228777,11.770821
0,0,51,35,51,35,51,35,10,10,510,350,2.770555,17.229843,0.228777,11.770821
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.708942,17.219543,0.749269,11.167908
0,0,51,35,51,35,51,35,10,10,510,350,4.460249,17.228317,0.391733,11.380196
0,0,51,35,51,35,51,35,10,10,510,350,3.77185,17.228508,0.21845,11.756325
0,0,51,35,51,35,51,35,10,10,510,350,3.77185,17.228508,0.21845,11.756325
0,0,51,35,51,35,51,35,10,10,510,350,3.77185,17.228508,0.21845,11.756325
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.201798,17.225361,0.235797,11.286068
0,0,51,35,51,35,51,35,10,10,510,350,3.688058,17.232752,0.21845,11.756325
0,0,51,35,51,35,51,35,10,10,510,350,3.688058,17.232752,0.965244,11.767197
0,0,51,35,51,35,51,35,10,10,510,350,3.688058,17.232752,0.965244,11.767197
0,0,51,35,51,35,51,35,10,10,510,350,3.688058,17.232752,0.965244,11.767197
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.177845,17.219734,0.794195,11.297703
0,0,51,35,51,35,51,35,10,10,510,350,4.03394,17.230415,0.688374,11.768436
0,0,51,35,51,35,51,35,10,10,510,350,4.03394,17.230415,0.688374,11.768436
0,0,51,35,51,35,51,35,10,10,510,350,4.03394,17.230415,0.688374,11.768436
0,0,51,35,51,35,51,35,10,10,510,350,4.03394,17.230415,0.688374,11.768436
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.181567,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.181567,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.181567,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.947804,17.225838,1.41907,11.304665
0,0,51,35,51,35,51,35,10,10,510,350,3.93405,17.236805,0.191374,11.768532
0,0,51,35,51,35,51,35,10,10,510,350,3.93405,17.236805,0.191374,11.768532
0,0,51,35,51,35,51,35,20,19,1020,665,3.93405,17.236805,0.191374,11.768532
0,0,51,35,51,35,51,35,10,10,510,350,3.93405,17.236805,0.191374,11.768532
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,2,3,102,105,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,7,6,357,210,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,3.947804,17.225838,1.179587,11.305428
0,0,51,35,51,35,51,35,10,10,510,350,4.39506,17.236328,4.710541,11.804771
0,0,51,35,51,35,51,35,10,9,510,315,4.39506,17.236328,4.710541,11.804771
0,0,51,35,51,35,51,35,10,9,510,315,4.39506,17.236328,4.710541,11.804771
0,0,51,35,51,35,51,35,10,10,510,350,4.284304,17.227364,2.468291,11.326218
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,11,11,561,385,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,7,6,357,210,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,20,19,1020,665,3.893973,17.229271,0.80116,11.310005
0,0,51,35,51,35,51,35,7,8,357,280,4.147578,17.238998,2.450957,11.786079
0,0,51,0,51,0,51,0,1,0,51,0,4.147578,17.238998,0.684715,11.810493
0,0,51,35,51,35,51,35,10,10,510,350,4.147578,17.238998,0.684715,11.810493
0,0,51,35,51,35,51,35,10,9,510,315,4.147578,17.238998,0.684715,11.810493
0,0,51,35,51,35,51,35,10,9,510,315,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,20,19,1020,665,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.472777,17.223883,1.195784,11.201286
0,0,51,35,51,35,51,35,10,10,510,350,3.84337,17.234421,0.27866,11.757469
0,0,51,35,51,35,51,35,10,10,510,350,4.419823,17.237663,0.443221,11.815357
0,0,51,35,51,35,51,35,10,10,510,350,4.419823,17.237663,0.443221,11.815357
0,0,51,35,51,35,51,35,10,10,510,350,4.419823,17.237663,0.443221,11.815357
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.098553,17.219543,0.167956,11.167908
0,0,51,35,51,35,51,35,10,10,510,350,4.460249,17.222786,1.249224,11.378288
0,0,51,35,51,35,51,35,10,10,510,350,3.605044,17.232513,1.609303,11.831474
0,0,51,35,51,35,51,35,10,10,510,350,3.605044,17.232513,1.609303,11.831474
0,0,51,35,51,35,51,35,10,10,510,350,3.605044,17.232513,1.609303,11.831474
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.219973,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.219973,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.219973,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.405035,17.223358,0.204704,10.868931
0,0,51,35,51,35,51,35,10,10,510,350,4.238772,17.226887,0.427565,11.321545
0,0,51,35,51,35,51,35,10,10,510,350,3.93405,17.236805,0.191374,11.767387
0,0,51,35,51,35,51,35,10,10,510,350,3.725983,17.237854,0.980408,11.823845
0,0,51,35,51,35,51,35,10,10,510,350,3.725983,17.237854,0.980408,11.823845
0,0,51,35,51,35,51,35,10,10,510,350,3.725983,17.237854,0.980408,11.823845
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.219973,0.226041,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.219973,0.226041,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.219973,0.226041,10.84671
0,0,51,35,51,35,51,35,10,10,510,350,4.353995,17.225361,0.268602,11.283684
0,0,51,35,51,35,51,35,10,10,510,350,3.488528,17.229462,0.178894,11.770821
0,0,51,35,51,35,51,35,30,30,1530,1050,4.557397,17.236328,1.442021,11.828613
0,0,51,35,51,35,51,35,30,30,1530,1050,4.557397,17.236328,1.442021,11.828613
0,0,51,35,51,35,51,35,30,30,1530,1050,4.557397,17.236328,1.442021,11.828613
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,23,24,1173,840,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,5,6,255,210,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,24,23,1224,805,4.530331,17.228127,0.154564,11.116123
0,0,51,35,51,35,51,35,30,30,1530,1050,4.896014,17.233276,0.875636,11.342621
0,0,51,35,51,35,51,35,30,30,1530,1050,4.012434,17.235088,0.905515,11.825848
0,0,51,35,51,35,51,35,30,30,1530,1050,3.673316,17.239189,0.87268,11.857224
0,0,51,35,51,35,51,35,60,59,3060,2065,3.673316,17.239189,0.87268,11.857224
